,title,A_1,A_2,A_3,A_4,A_5,BA_1,BA_2,CB_1,CB_2,AC_1,AC_2,Y
790,no_act/19A_noactivity_4(86),-0.983,-0.8170000000000001,-0.802,-0.787,-0.769,7.212999999999999,6.447,11.008,10.290999999999999,6.405,5.747000000000001,0
791,no_act/19A_noactivity_4(87),-0.958,-0.812,-0.795,-0.8220000000000001,-0.8340000000000001,7.27,6.4670000000000005,11.259,9.82,6.362,5.7010000000000005,0
792,no_act/19A_noactivity_4(88),-0.986,-0.826,-0.784,-0.79,-0.7809999999999999,6.981,6.54,10.991,10.454,6.51,5.921,0
793,no_act/19A_noactivity_4(89),-0.968,-0.826,-0.79,-0.799,-0.7829999999999999,7.2010000000000005,6.331,11.11,10.181000000000001,6.553,5.885,0
794,no_act/19A_noactivity_4(90),-0.977,-0.818,-0.787,-0.8109999999999999,-0.7809999999999999,7.348,6.532,11.116,10.212,6.386,5.784,0
795,no_act/19A_noactivity_4(91),-0.982,-0.8029999999999999,-0.774,-0.833,-0.787,7.332999999999999,6.476,10.880999999999998,10.279000000000002,6.138999999999999,5.732,0
796,no_act/19A_noactivity_4(92),-0.963,-0.807,-0.784,-0.8170000000000001,-0.789,7.037999999999999,6.627999999999999,10.886,10.187000000000001,6.098,5.966,0
797,no_act/19A_noactivity_4(93),-0.9670000000000001,-0.807,-0.795,-0.764,-0.8220000000000001,7.337999999999999,6.627000000000001,11.283,9.933,6.046,5.916,0
798,no_act/19A_noactivity_4(94),-0.973,-0.8170000000000001,-0.807,-0.789,-0.807,7.462999999999999,6.388,11.464,9.729,6.061,5.837999999999999,0
799,no_act/19A_noactivity_4(95),-0.9790000000000001,-0.826,-0.8009999999999999,-0.763,-0.795,7.065,6.492999999999999,11.107999999999999,10.095,6.449,5.752999999999999,0
800,no_act/19A_noactivity_4(96),-0.978,-0.8190000000000001,-0.8140000000000001,-0.795,-0.7809999999999999,6.974,6.617000000000001,11.415999999999999,9.855,6.524,5.643,0
801,no_act/19A_noactivity_4(97),-0.971,-0.8059999999999999,-0.7929999999999999,-0.8220000000000001,-0.8109999999999999,7.059,6.534,11.443,9.846,6.3,5.72,0
802,no_act/19A_noactivity_4(98),-0.9690000000000001,-0.792,-0.813,-0.787,-0.809,7.183,6.45,11.540999999999999,9.748,6.392,5.903,0
803,no_act/19A_noactivity_4(99),-0.986,-0.828,-0.7929999999999999,-0.804,-0.8320000000000001,7.155,6.422000000000001,10.859000000000002,10.08,6.266,5.667000000000001,0
